10	112998590
10	112995025
10	112994312
10	112996282
10	113014167
10	112994329
10	113014674
10	113025665
10	113005988
10	113008012
10	113058995
10	113031731
10	113049143
10	113039134
10	113029056
10	113039413
10	112989975
10	112990741
10	112990477
10	112993500
10	112992744
10	113057250
10	112999020
10	112990621
10	113013849
10	113022191
10	113023031
10	113005412
10	113001938
10	113002478
10	113002305
10	113008850
10	113014168
10	113004902
10	113018493
10	113021538
10	113017965
10	113019779
10	113017637
10	113020874
10	113021641
10	113021939
10	113023644
10	113023574
10	113024079
10	112988858
10	112988738
10	113025519
10	112986821
10	113026180
10	113028677
10	113035497
10	113026395
10	113027331
10	113027253
10	113009024
10	113046938
10	113041729
10	113061768
10	113041766
10	113033478
10	113031629
10	113033692
10	113034064
10	113047288
10	113048313
10	113051557
10	113042179
10	113050481
10	113053288
10	113053282
10	113062048
10	113062190
10	113017911
10	113023044
10	113061202
10	113061490
10	113023827
10	113063667
10	113036289
10	113034960
10	113029318
10	113052312
10	113061795
10	112988270
10	112987518
10	113062980
10	112973697
10	112976855
10	112974337
3	185785668
3	185793899
3	185803208
3	185802790
3	185802554
3	185802060
3	185795858
3	185795508
3	185798732
3	185797847
3	185797822
3	185800453
3	185796435
3	185797143
3	185792218
3	185792402
3	185801133
3	185801122
3	185808902
3	185806065
3	185808557
3	185811292
3	185811386
3	185812502
3	185808274
3	185789104
3	185816694
3	185795604
3	185790803
3	185779847
3	185799019
3	185803160
3	185803338
3	185796401
3	185787999
3	185788196
3	185789511
3	185792825
3	185790241
3	185777532
3	185789069
6	20686342
3	185826521
3	185830129
9	22134095
9	22134069
3	185805582
3	185804659
9	22134254
9	22133285
3	185795291
3	185794573
3	185793096
6	20679478
6	20675561
9	22132077
6	20686765
9	22132879
9	22132699
9	22132730
6	20680447
6	20694653
6	20673649
3	185769367
6	20682391
6	20687890
20	44370990
3	185770515
6	20703721
6	20717173
6	20715595
6	20716864
6	20716339
6	20716727
6	20714235
20	44367544
6	20717024
10	92713872
10	92714354
10	92714340
6	20674460
10	12218020
10	113043548
10	113060432
10	12219853
10	92711838
3	185781269
3	185806293
10	12219811
6	20693997
20	44367470
20	44382923
10	92710223
10	92720577
10	92722319
10	92710758
6	20686647
10	92722160
10	92718113
10	92717462
10	92717782
10	92709177
10	113005200
10	92719350
3	185751703
10	112999686
10	92726006
3	185762600
6	20665318
10	92707530
3	185755344
3	185754122
10	92707388
6	20704193
3	185755277
3	185747975
20	44374482
10	12213658
6	20713475
10	113000525
3	185761945
3	185759958
3	185761169
20	44366172
3	123375604
10	113019254
10	92708886
6	20705359
10	113022528
3	123374683
3	123369069
10	112989662
3	185743503
3	123371513
10	113022104
10	112994041
3	123376465
3	123376696
6	20659575
6	20685255
10	112992826
3	123375040
6	20682933
10	92725454
20	44373081
10	112980858
11	2836667
6	20720587
10	92728044
10	92730417
6	20657634
6	20656569
6	20658747
6	20719001
20	44351775
6	20718914
20	44346383
6	20659356
3	123377973
6	20719330
6	20661019
6	20667151
6	20661319
6	20661298
6	20660803
6	20662735
6	20662804
6	20660500
6	20663401
20	44354272
6	20663869
6	20660912
6	20666015
6	20665715
3	185772946
6	20666013
6	20661986
6	20665791
20	44351879
3	123363551
8	117179236
6	20662361
10	12213176
6	20679079
20	44364474
8	117191781
3	123350211
3	123349897
3	123351670
3	185772452
6	20665824
3	123351579
3	185788215
8	117172786
3	185788613
8	117205676
3	185789145
3	185792330
3	185802944
10	12208862
3	185807411
3	185792624
6	20641105
3	185812534
10	92707153
3	185818435
8	117173494
3	185811539
10	92706738
3	185779505
3	185809107
3	123346931
6	20644895
10	92706670
6	20649023
6	20722826
6	20650590
9	22136490
6	20725009
8	117172544
20	44360627
20	44361137
6	20653569
6	20653319
10	92706682
20	44357077
6	20664850
11	2831299
6	20665360
6	20665499
6	20654069
6	20654879
10	92732959
6	20661611
20	44362313
10	12211598
6	20735955
11	2831656
10	112980986
3	185823425
10	112977291
10	112984202
6	20719162
3	185811841
6	20718009
10	112983076
6	20736586
6	20720048
10	92725864
10	92705802
6	20743270
11	2831098
10	92704188
10	92704022
6	20732877
10	12203521
3	123349970
10	92703125
11	2822818
10	12208621
6	20667568
2	164790822
6	20705999
10	12255231
10	92700893
10	92702670
10	92700524
3	185771094
10	92704550
3	123405666
6	20657333
6	20716022
11	2837570
11	2825197
3	185829531
6	20724019
3	185827902
6	20731293
11	2816395
6	20724866
